FE ID,TRIP ID,MEAN LONG,MEAN LAT,MEAN SPEED,START TIME,END TIME,DURATION1,1,31.3452,-114.5631,3.4217,2:49:49 PM,2:52:39 PM,00:02:50
1,1,31.3454,-114.564,4.945,2:51:49 PM,2:52:39 PM,00:00:50
