TRIP ID,TRACKER ID,START TIME,END TIME,TRIP NUM,DURATION,DISTANCE11,Shark,6:47:39 AM,4:40:39 PM,0,TestData.csv,09:53:00,108.0473
1,Shark,6:47:39 AM,4:40:39 PM,0,TestData.csv,09:53:00,108.0473
