latitude,longitude,speed,date/time,boat,trip,distance,,,,,,,,
,,,,,,,,,,,,,,
32.87094,-117.25105,0.88896,2/12/16 0:53,shark1,0,107,,,,,,,,
32.87095,-117.25105,3.12988,2/12/16 0:54,shark1,0,109,,,,,,,,
32.87094,-117.25105,3.50028,2/12/16 0:54,shark1,0,107,,,,,,,,
32.87013,-117.25211,0.07408,2/12/16 0:55,shark1,0,43,,,,,,,,
32.87012,-117.25207,0.44448,2/12/16 0:55,shark1,0,39,,,,,,,,
32.87012,-117.25205,0.11112,2/12/16 0:55,shark1,0,38,,,,,,,,
32.87011,-117.25206,0.35188,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25207,0.11112,2/12/16 0:56,shark1,0,39,,,,,,,,
,,,,,,,,,,,,,,
32.87094,-117.25105,0.88896,2/12/16 0:53,shark1,0,107,,,,,,,,
32.87095,-117.25105,3.12988,2/12/16 0:54,shark1,0,109,,,,,,,,
32.87094,-117.25105,3.50028,2/12/16 0:54,shark1,0,107,,,,,,,,
32.87013,-117.25211,0.07408,2/12/16 0:55,shark1,0,43,,,,,,,,
32.87012,-117.25207,0.44448,2/12/16 0:55,shark1,0,39,,,,,,,,
32.87012,-117.25205,0.11112,2/12/16 0:55,shark1,0,38,,,,,,,,
32.87011,-117.25206,0.35188,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25207,0.11112,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25208,0.31484,2/12/16 0:56,shark1,0,41,,,,,,,,
32.87011,-117.2521,0.62968,2/12/16 0:56,shark1,0,42,,,,,,,,
32.87011,-117.25211,0.42596,2/12/16 0:56,shark1,0,43,,,,,,,,
32.87011,-117.25211,0.88896,2/12/16 0:57,shark1,0,44,,,,,,,,
32.8701,-117.2521,0.29632,2/12/16 0:57,shark1,0,42,,,,,,,,
,,,,,,,,,,,,,,
32.87094,-117.25105,0.88896,2/12/16 0:53,shark1,0,107,,,,,,,,
32.87095,-117.25105,3.12988,2/12/16 0:54,shark1,0,109,,,,,,,,
32.87094,-117.25105,3.50028,2/12/16 0:54,shark1,0,107,,,,,,,,
32.87013,-117.25211,0.07408,2/12/16 0:55,shark1,0,43,,,,,,,,
32.87012,-117.25207,0.44448,2/12/16 0:55,shark1,0,39,,,,,,,,
32.87012,-117.25205,0.11112,2/12/16 0:55,shark1,0,38,,,,,,,,
32.87011,-117.25206,0.35188,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25207,0.11112,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25208,0.31484,2/12/16 0:56,shark1,0,41,,,,,,,,
32.87011,-117.2521,0.62968,2/12/16 0:56,shark1,0,42,,,,,,,,
32.87011,-117.25211,0.42596,2/12/16 0:56,shark1,0,43,,,,,,,,
32.87011,-117.25211,0.88896,2/12/16 0:57,shark1,0,44,,,,,,,,
32.8701,-117.2521,0.29632,2/12/16 0:57,shark1,0,42,,,,,,,,
32.87011,-117.25208,0.35188,2/12/16 0:57,shark1,0,41,,,,,,,,
32.8701,-117.25207,0.12964,2/12/16 0:57,shark1,0,39,,,,,,,,
32.8701,-117.25208,0.463,2/12/16 0:57,shark1,0,40,,,,,,,,
32.8701,-117.25208,0.07408,2/12/16 0:58,shark1,0,40,,,,,,,,
32.8701,-117.25207,0.05556,2/12/16 0:58,shark1,0,39,,,,,,,,
,,,,,,,,,,,,,,
32.87094,-117.25105,0.88896,2/12/16 0:53,shark1,0,107,,,,,,,,
32.87095,-117.25105,3.12988,2/12/16 0:54,shark1,0,109,,,,,,,,
32.87094,-117.25105,3.50028,2/12/16 0:54,shark1,0,107,,,,,,,,
32.87013,-117.25211,0.07408,2/12/16 0:55,shark1,0,43,,,,,,,,
32.87012,-117.25207,0.44448,2/12/16 0:55,shark1,0,39,,,,,,,,
32.87012,-117.25205,0.11112,2/12/16 0:55,shark1,0,38,,,,,,,,
32.87011,-117.25206,0.35188,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25207,0.11112,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25208,0.31484,2/12/16 0:56,shark1,0,41,,,,,,,,
32.87011,-117.2521,0.62968,2/12/16 0:56,shark1,0,42,,,,,,,,
32.87011,-117.25211,0.42596,2/12/16 0:56,shark1,0,43,,,,,,,,
32.87011,-117.25211,0.88896,2/12/16 0:57,shark1,0,44,,,,,,,,
32.8701,-117.2521,0.29632,2/12/16 0:57,shark1,0,42,,,,,,,,
32.87011,-117.25208,0.35188,2/12/16 0:57,shark1,0,41,,,,,,,,
32.8701,-117.25207,0.12964,2/12/16 0:57,shark1,0,39,,,,,,,,
32.8701,-117.25208,0.463,2/12/16 0:57,shark1,0,40,,,,,,,,
32.8701,-117.25208,0.07408,2/12/16 0:58,shark1,0,40,,,,,,,,
32.8701,-117.25207,0.05556,2/12/16 0:58,shark1,0,39,,,,,,,,
32.87009,-117.25207,2.79652,2/12/16 0:58,shark1,0,39,,,,,,,,
32.87009,-117.25204,1.31492,2/12/16 0:58,shark1,0,37,,,,,,,,
32.87008,-117.25204,0.66672,2/12/16 0:59,shark1,0,37,,,,,,,,
32.87009,-117.25203,0.42596,2/12/16 0:59,shark1,0,36,,,,,,,,
32.87009,-117.25203,1.83348,2/12/16 0:59,shark1,0,36,,,,,,,,
,,,,,,,,,,,,,,
32.87094,-117.25105,0.88896,2/12/16 0:53,shark1,0,107,,,,,,,,
32.87095,-117.25105,3.12988,2/12/16 0:54,shark1,0,109,,,,,,,,
32.87094,-117.25105,3.50028,2/12/16 0:54,shark1,0,107,,,,,,,,
32.87013,-117.25211,0.07408,2/12/16 0:55,shark1,0,43,,,,,,,,
32.87012,-117.25207,0.44448,2/12/16 0:55,shark1,0,39,,,,,,,,
32.87012,-117.25205,0.11112,2/12/16 0:55,shark1,0,38,,,,,,,,
32.87011,-117.25206,0.35188,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25207,0.11112,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25208,0.31484,2/12/16 0:56,shark1,0,41,,,,,,,,
32.87011,-117.2521,0.62968,2/12/16 0:56,shark1,0,42,,,,,,,,
32.87011,-117.25211,0.42596,2/12/16 0:56,shark1,0,43,,,,,,,,
32.87011,-117.25211,0.88896,2/12/16 0:57,shark1,0,44,,,,,,,,
32.8701,-117.2521,0.29632,2/12/16 0:57,shark1,0,42,,,,,,,,
32.87011,-117.25208,0.35188,2/12/16 0:57,shark1,0,41,,,,,,,,
32.8701,-117.25207,0.12964,2/12/16 0:57,shark1,0,39,,,,,,,,
32.8701,-117.25208,0.463,2/12/16 0:57,shark1,0,40,,,,,,,,
32.8701,-117.25208,0.07408,2/12/16 0:58,shark1,0,40,,,,,,,,
32.8701,-117.25207,0.05556,2/12/16 0:58,shark1,0,39,,,,,,,,
32.87009,-117.25207,2.79652,2/12/16 0:58,shark1,0,39,,,,,,,,
32.87009,-117.25204,1.31492,2/12/16 0:58,shark1,0,37,,,,,,,,
32.87008,-117.25204,0.66672,2/12/16 0:59,shark1,0,37,,,,,,,,
32.87009,-117.25203,0.42596,2/12/16 0:59,shark1,0,36,,,,,,,,
32.87009,-117.25203,1.83348,2/12/16 0:59,shark1,0,36,,,,,,,,
32.87008,-117.25202,0.24076,2/12/16 0:59,shark1,0,35,,,,,,,,
32.87008,-117.25204,0.98156,2/12/16 1:00,shark1,0,37,,,,,,,,
32.87008,-117.25205,0.44448,2/12/16 1:00,shark1,0,38,,,,,,,,
32.87008,-117.25204,0.22224,2/12/16 1:00,shark1,0,37,,,,,,,,
32.87009,-117.25203,0.53708,2/12/16 1:00,shark1,0,36,,,,,,,,
,,,,,,,,,,,,,,
32.87094,-117.25105,0.88896,2/12/16 0:53,shark1,0,107,,,,,,,,
32.87095,-117.25105,3.12988,2/12/16 0:54,shark1,0,109,,,,,,,,
32.87094,-117.25105,3.50028,2/12/16 0:54,shark1,0,107,,,,,,,,
32.87013,-117.25211,0.07408,2/12/16 0:55,shark1,0,43,,,,,,,,
32.87012,-117.25207,0.44448,2/12/16 0:55,shark1,0,39,,,,,,,,
32.87012,-117.25205,0.11112,2/12/16 0:55,shark1,0,38,,,,,,,,
32.87011,-117.25206,0.35188,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25207,0.11112,2/12/16 0:56,shark1,0,39,,,,,,,,
32.87011,-117.25208,0.31484,2/12/16 0:56,shark1,0,41,,,,,,,,
32.87011,-117.2521,0.62968,2/12/16 0:56,shark1,0,42,,,,,,,,
32.87011,-117.25211,0.42596,2/12/16 0:56,shark1,0,43,,,,,,,,
32.87011,-117.25211,0.88896,2/12/16 0:57,shark1,0,44,,,,,,,,
32.8701,-117.2521,0.29632,2/12/16 0:57,shark1,0,42,,,,,,,,
32.87011,-117.25208,0.35188,2/12/16 0:57,shark1,0,41,,,,,,,,
32.8701,-117.25207,0.12964,2/12/16 0:57,shark1,0,39,,,,,,,,
32.8701,-117.25208,0.463,2/12/16 0:57,shark1,0,40,,,,,,,,
32.8701,-117.25208,0.07408,2/12/16 0:58,shark1,0,40,,,,,,,,
32.8701,-117.25207,0.05556,2/12/16 0:58,shark1,0,39,,,,,,,,
32.87009,-117.25207,2.79652,2/12/16 0:58,shark1,0,39,,,,,,,,
32.87009,-117.25204,1.31492,2/12/16 0:58,shark1,0,37,,,,,,,,
32.87008,-117.25204,0.66672,2/12/16 0:59,shark1,0,37,,,,,,,,
32.87009,-117.25203,0.42596,2/12/16 0:59,shark1,0,36,,,,,,,,
32.87009,-117.25203,1.83348,2/12/16 0:59,shark1,0,36,,,,,,,,
32.87008,-117.25202,0.24076,2/12/16 0:59,shark1,0,35,,,,,,,,
32.87008,-117.25204,0.98156,2/12/16 1:00,shark1,0,37,,,,,,,,
32.87008,-117.25205,0.44448,2/12/16 1:00,shark1,0,38,,,,,,,,
32.87008,-117.25204,0.22224,2/12/16 1:00,shark1,0,37,,,,,,,,
32.87009,-117.25203,0.53708,2/12/16 1:00,shark1,0,36,,,,,,,,
32.87009,-117.25203,0.1852,2/12/16 1:00,shark1,0,36,,,,,,,,
32.87008,-117.25201,0.24076,2/12/16 1:01,shark1,0,35,,,,,,,,
32.87008,-117.25201,0.29632,2/12/16 1:01,shark1,0,35,,,,,,,,
32.87009,-117.252,1.22232,2/12/16 1:01,shark1,0,33,,,,,,,,
32.87009,-117.25199,1.14824,2/12/16 1:01,shark1,0,32,,,,,,,,
,,,,,,,,,,,,,,
32.87009,-117.25203,0.42596,2/12/16 0:59,shark1,0,36,,,,,,,,
32.87009,-117.25203,1.83348,2/12/16 0:59,shark1,0,36,,,,,,,,
32.87008,-117.25202,0.24076,2/12/16 0:59,shark1,0,35,,,,,,,,
32.87008,-117.25204,0.98156,2/12/16 1:00,shark1,0,37,,,,,,,,
32.87008,-117.25205,0.44448,2/12/16 1:00,shark1,0,38,,,,,,,,
32.87008,-117.25204,0.22224,2/12/16 1:00,shark1,0,37,,,,,,,,
32.87009,-117.25203,0.53708,2/12/16 1:00,shark1,0,36,,,,,,,,
32.87009,-117.25203,0.1852,2/12/16 1:00,shark1,0,36,,,,,,,,
32.87008,-117.25201,0.24076,2/12/16 1:01,shark1,0,35,,,,,,,,
32.87008,-117.25201,0.29632,2/12/16 1:01,shark1,0,35,,,,,,,,
32.87009,-117.252,1.22232,2/12/16 1:01,shark1,0,33,,,,,,,,
32.87009,-117.25199,1.14824,2/12/16 1:01,shark1,0,32,,,,,,,,
32.8701,-117.25199,1.07416,2/12/16 1:02,shark1,0,32,,,,,,,,
32.87011,-117.25201,0.57412,2/12/16 1:02,shark1,0,34,,,,,,,,
32.87011,-117.25198,0.12964,2/12/16 1:02,shark1,0,32,,,,,,,,
32.87011,-117.252,0.88896,2/12/16 1:02,shark1,0,33,,,,,,,,
32.87031,-117.25167,38.22528,2/12/16 1:04,shark1,0,22,,,,,,,,
,,,,,,,,,,,,,,
32.87007,-117.25188,1.33344,2/12/16 0:13,flounder4,0,79,,,,,,,,
32.87011,-117.25188,0.44448,2/12/16 0:13,flounder4,0,79,,,,,,,,
32.87008,-117.25189,0.12964,2/12/16 0:14,flounder4,0,78,,,,,,,,
32.87009,-117.25188,0.01852,2/12/16 0:14,flounder4,0,79,,,,,,,,
32.87011,-117.25186,0.62968,2/12/16 0:14,flounder4,0,81,,,,,,,,
32.87014,-117.25183,0.22224,2/12/16 0:14,flounder4,0,83,,,,,,,,
32.87013,-117.25185,0.42596,2/12/16 0:14,flounder4,0,82,,,,,,,,
32.87014,-117.25183,0.35188,2/12/16 0:14,flounder4,0,83,,,,,,,,
32.87015,-117.25182,0.59264,2/12/16 0:15,flounder4,0,84,,,,,,,,
32.87016,-117.2518,0.20372,2/12/16 0:15,flounder4,0,86,,,,,,,,
32.87016,-117.2518,0.35188,2/12/16 0:15,flounder4,0,86,,,,,,,,
32.87013,-117.25185,0.20372,2/12/16 0:15,flounder4,0,82,,,,,,,,
32.87012,-117.25185,0.2778,2/12/16 0:15,flounder4,0,81,,,,,,,,
32.87012,-117.25185,0.57412,2/12/16 0:15,flounder4,0,81,,,,,,,,
32.87012,-117.25186,0.38892,2/12/16 0:16,flounder4,0,81,,,,,,,,
32.87011,-117.25187,0.2778,2/12/16 0:16,flounder4,0,80,,,,,,,,
32.87011,-117.25186,0.53708,2/12/16 0:16,flounder4,0,81,,,,,,,,
32.87012,-117.25184,0.81488,2/12/16 0:16,flounder4,0,83,,,,,,,,
32.87014,-117.25183,0.98156,2/12/16 0:16,flounder4,0,83,,,,,,,,
32.87016,-117.25179,0.90748,2/12/16 0:16,flounder4,0,87,,,,,,,,
32.87019,-117.25172,0.75932,2/12/16 0:17,flounder4,0,93,,,,,,,,
32.8702,-117.25172,0.16668,2/12/16 0:17,flounder4,0,94,,,,,,,,
32.8702,-117.25172,0.66672,2/12/16 0:17,flounder4,0,93,,,,,,,,
32.8702,-117.25172,0.57412,2/12/16 0:17,flounder4,0,93,,,,,,,,
32.8702,-117.25173,0.16668,2/12/16 0:17,flounder4,0,92,,,,,,,,
32.8702,-117.25175,0.14816,2/12/16 0:17,flounder4,0,91,,,,,,,,
32.87019,-117.25176,0.38892,2/12/16 0:18,flounder4,0,89,,,,,,,,
32.87019,-117.25177,1.25936,2/12/16 0:18,flounder4,0,89,,,,,,,,
32.87019,-117.25181,0.14816,2/12/16 0:18,flounder4,0,85,,,,,,,,
32.8702,-117.25176,0.42596,2/12/16 0:18,flounder4,0,89,,,,,,,,
32.87024,-117.25169,1.24084,2/12/16 0:18,flounder4,0,96,,,,,,,,
32.87025,-117.25166,1.1112,2/12/16 0:18,flounder4,0,99,,,,,,,,
32.87026,-117.25164,0.94452,2/12/16 0:19,flounder4,0,101,,,,,,,,
32.87026,-117.25164,0.3704,2/12/16 0:19,flounder4,0,101,,,,,,,,
32.87026,-117.25166,0.88896,2/12/16 0:19,flounder4,0,99,,,,,,,,
32.87025,-117.25169,0.72228,2/12/16 0:19,flounder4,0,97,,,,,,,,
32.87023,-117.25172,0.38892,2/12/16 0:19,flounder4,0,93,,,,,,,,
32.87022,-117.25175,0.24076,2/12/16 0:19,flounder4,0,91,,,,,,,,
32.87023,-117.25171,1.09268,2/12/16 0:20,flounder4,0,94,,,,,,,,
32.87024,-117.25169,0.90748,2/12/16 0:20,flounder4,0,96,,,,,,,,
32.87024,-117.25169,0.61116,2/12/16 0:20,flounder4,0,96,,,,,,,,
32.87022,-117.2517,0.07408,2/12/16 0:20,flounder4,0,95,,,,,,,,
32.8702,-117.25174,0.29632,2/12/16 0:20,flounder4,0,91,,,,,,,,
32.87019,-117.25176,0.16668,2/12/16 0:20,flounder4,0,89,,,,,,,,
32.87019,-117.25177,0.22224,2/12/16 0:21,flounder4,0,89,,,,,,,,
32.87018,-117.25177,0.2778,2/12/16 0:21,flounder4,0,89,,,,,,,,
32.87017,-117.25179,0.11112,2/12/16 0:21,flounder4,0,87,,,,,,,,
32.87017,-117.25179,0.72228,2/12/16 0:21,flounder4,0,87,,,,,,,,
32.87017,-117.25178,0.61116,2/12/16 0:21,flounder4,0,88,,,,,,,,
32.87016,-117.25179,0.3704,2/12/16 0:21,flounder4,0,87,,,,,,,,
32.87016,-117.25181,0.463,2/12/16 0:22,flounder4,0,85,,,,,,,,
32.87016,-117.25182,0.51856,2/12/16 0:22,flounder4,0,84,,,,,,,,
32.87018,-117.25179,0.72228,2/12/16 0:22,flounder4,0,87,,,,,,,,
32.87016,-117.25181,0.38892,2/12/16 0:22,flounder4,0,85,,,,,,,,
32.87015,-117.25183,0.2778,2/12/16 0:22,flounder4,0,83,,,,,,,,
32.87012,-117.25188,0.20372,2/12/16 0:22,flounder4,0,79,,,,,,,,
32.87011,-117.25189,0.07408,2/12/16 0:23,flounder4,0,78,,,,,,,,
32.8701,-117.25191,0.40744,2/12/16 0:23,flounder4,0,76,,,,,,,,
32.8701,-117.25191,0.6482,2/12/16 0:23,flounder4,0,76,,,,,,,,
32.87011,-117.25191,0.6482,2/12/16 0:23,flounder4,0,76,,,,,,,,
32.8701,-117.25193,0.24076,2/12/16 0:23,flounder4,0,74,,,,,,,,
32.8701,-117.25194,0.70376,2/12/16 0:23,flounder4,0,74,,,,,,,,
32.87011,-117.25191,0.85192,2/12/16 0:24,flounder4,0,76,,,,,,,,
32.87015,-117.25183,1.24084,2/12/16 0:24,flounder4,0,83,,,,,,,,
32.87021,-117.25169,1.33344,2/12/16 0:24,flounder4,0,96,,,,,,,,
32.87023,-117.25164,0.7408,2/12/16 0:24,flounder4,0,101,,,,,,,,
32.87024,-117.2516,1.18528,2/12/16 0:24,flounder4,0,104,,,,,,,,
32.87025,-117.25156,1.24084,2/12/16 0:24,flounder4,0,108,,,,,,,,
32.87024,-117.25158,0.53708,2/12/16 0:25,flounder4,0,106,,,,,,,,
32.87027,-117.25151,0.75932,2/12/16 0:25,flounder4,0,113,,,,,,,,
32.87022,-117.25164,0.03704,2/12/16 0:25,flounder4,0,101,,,,,,,,
32.8702,-117.2517,0.24076,2/12/16 0:25,flounder4,0,95,,,,,,,,
32.87018,-117.25174,0.57412,2/12/16 0:25,flounder4,0,91,,,,,,,,
32.87017,-117.25177,0.70376,2/12/16 0:25,flounder4,0,89,,,,,,,,
32.87015,-117.25185,0.88896,2/12/16 0:26,flounder4,0,82,,,,,,,,
32.87015,-117.25187,0.42596,2/12/16 0:26,flounder4,0,80,,,,,,,,
32.87016,-117.25186,0.72228,2/12/16 0:26,flounder4,0,80,,,,,,,,
32.87016,-117.25185,0.29632,2/12/16 0:26,flounder4,0,81,,,,,,,,
32.87017,-117.25184,0.1852,2/12/16 0:26,flounder4,0,82,,,,,,,,
32.87017,-117.25182,0.1852,2/12/16 0:26,flounder4,0,84,,,,,,,,
32.87018,-117.25178,0.03704,2/12/16 0:27,flounder4,0,88,,,,,,,,
32.87024,-117.25166,0.90748,2/12/16 0:27,flounder4,0,99,,,,,,,,
32.87024,-117.25168,0.77784,2/12/16 0:27,flounder4,0,97,,,,,,,,
32.87022,-117.25172,0.11112,2/12/16 0:27,flounder4,0,94,,,,,,,,
32.87021,-117.25175,0.24076,2/12/16 0:27,flounder4,0,91,,,,,,,,
32.8702,-117.25177,0.14816,2/12/16 0:27,flounder4,0,89,,,,,,,,
32.8702,-117.25181,0.05556,2/12/16 0:28,flounder4,0,85,,,,,,,,
32.8702,-117.25182,0.1852,2/12/16 0:28,flounder4,0,84,,,,,,,,
32.8702,-117.25182,0.2778,2/12/16 0:28,flounder4,0,84,,,,,,,,
32.8702,-117.25181,0.11112,2/12/16 0:28,flounder4,0,85,,,,,,,,
32.8702,-117.25182,0.7408,2/12/16 0:28,flounder4,0,84,,,,,,,,
32.87019,-117.25182,0.51856,2/12/16 0:28,flounder4,0,84,,,,,,,,
32.87019,-117.25183,0.51856,2/12/16 0:29,flounder4,0,83,,,,,,,,
32.87019,-117.25182,0.70376,2/12/16 0:29,flounder4,0,84,,,,,,,,
32.87019,-117.2518,1.0186,2/12/16 0:29,flounder4,0,86,,,,,,,,
32.8702,-117.25179,0.48152,2/12/16 0:29,flounder4,0,87,,,,,,,,
32.87027,-117.25169,1.05564,2/12/16 0:29,flounder4,0,97,,,,,,,,
32.87027,-117.25168,1.03712,2/12/16 0:29,flounder4,0,97,,,,,,,,
32.87025,-117.2517,0.68524,2/12/16 0:30,flounder4,0,95,,,,,,,,
32.87025,-117.25168,0.3704,2/12/16 0:30,flounder4,0,97,,,,,,,,
32.87025,-117.25169,0.24076,2/12/16 0:30,flounder4,0,96,,,,,,,,
32.87022,-117.25174,0.05556,2/12/16 0:30,flounder4,0,91,,,,,,,,
32.87019,-117.2518,0.03704,2/12/16 0:30,flounder4,0,86,,,,,,,,
32.87017,-117.25183,0.2778,2/12/16 0:30,flounder4,0,83,,,,,,,,
32.87016,-117.25185,0.3704,2/12/16 0:31,flounder4,0,81,,,,,,,,
32.87016,-117.25187,0.2778,2/12/16 0:31,flounder4,0,79,,,,,,,,
32.87015,-117.25187,0.31484,2/12/16 0:31,flounder4,0,80,,,,,,,,
32.87015,-117.25188,0.72228,2/12/16 0:31,flounder4,0,78,,,,,,,,
32.87015,-117.2519,0.53708,2/12/16 0:31,flounder4,0,77,,,,,,,,
32.87015,-117.25188,0.29632,2/12/16 0:31,flounder4,0,78,,,,,,,,
32.87016,-117.25186,0.24076,2/12/16 0:32,flounder4,0,80,,,,,,,,
32.87017,-117.25186,0.57412,2/12/16 0:32,flounder4,0,80,,,,,,,,
32.87016,-117.25186,0.8334,2/12/16 0:32,flounder4,0,80,,,,,,,,
32.87015,-117.25186,0.31484,2/12/16 0:32,flounder4,0,80,,,,,,,,
32.87014,-117.25187,0.66672,2/12/16 0:32,flounder4,0,80,,,,,,,,
32.87014,-117.25185,0.59264,2/12/16 0:32,flounder4,0,82,,,,,,,,
32.87017,-117.25179,1.09268,2/12/16 0:33,flounder4,0,87,,,,,,,,
32.87024,-117.25166,1.64828,2/12/16 0:33,flounder4,0,99,,,,,,,,
32.87024,-117.25164,0.79636,2/12/16 0:33,flounder4,0,101,,,,,,,,
32.87024,-117.2516,0.57412,2/12/16 0:33,flounder4,0,104,,,,,,,,
32.87025,-117.25157,0.61116,2/12/16 0:33,flounder4,0,107,,,,,,,,
32.87025,-117.25156,0.68524,2/12/16 0:33,flounder4,0,108,,,,,,,,
32.87024,-117.25156,0.59264,2/12/16 0:34,flounder4,0,108,,,,,,,,
32.87024,-117.25158,0.2778,2/12/16 0:34,flounder4,0,106,,,,,,,,
32.87024,-117.25159,0.38892,2/12/16 0:34,flounder4,0,106,,,,,,,,
32.87023,-117.25159,0.6482,2/12/16 0:34,flounder4,0,105,,,,,,,,
32.87022,-117.25161,0.40744,2/12/16 0:34,flounder4,0,104,,,,,,,,
32.87022,-117.2516,0.29632,2/12/16 0:34,flounder4,0,104,,,,,,,,
32.87021,-117.25162,0.57412,2/12/16 0:35,flounder4,0,103,,,,,,,,
32.87021,-117.25163,0.0926,2/12/16 0:35,flounder4,0,101,,,,,,,,
32.8702,-117.25165,0.05556,2/12/16 0:35,flounder4,0,100,,,,,,,,
32.87019,-117.25166,1.2038,2/12/16 0:35,flounder4,0,99,,,,,,,,
32.87019,-117.25163,0.44448,2/12/16 0:35,flounder4,0,101,,,,,,,,
32.87019,-117.25162,0.20372,2/12/16 0:35,flounder4,0,103,,,,,,,,
32.87018,-117.25163,0.2778,2/12/16 0:36,flounder4,0,102,,,,,,,,
32.87017,-117.25163,0.24076,2/12/16 0:36,flounder4,0,102,,,,,,,,
32.87016,-117.25161,0.20372,2/12/16 0:36,flounder4,0,104,,,,,,,,
32.87016,-117.25162,0.2778,2/12/16 0:36,flounder4,0,103,,,,,,,,
32.87016,-117.25163,0.05556,2/12/16 0:36,flounder4,0,102,,,,,,,,
32.87015,-117.25166,0.59264,2/12/16 0:36,flounder4,0,99,,,,,,,,
32.87015,-117.25166,0.48152,2/12/16 0:37,flounder4,0,99,,,,,,,,
32.87015,-117.25166,0.11112,2/12/16 0:37,flounder4,0,99,,,,,,,,
32.87015,-117.25166,0.24076,2/12/16 0:37,flounder4,0,99,,,,,,,,
32.87017,-117.25168,1.51864,2/12/16 0:37,flounder4,0,97,,,,,,,,
32.87019,-117.25165,1.53716,2/12/16 0:37,flounder4,0,100,,,,,,,,
32.87018,-117.25163,2.98172,2/12/16 0:37,flounder4,0,102,,,,,,,,
32.8702,-117.25146,8.50068,2/12/16 0:38,flounder4,0,117,,,,,,,,
32.87018,-117.25145,1.40752,2/12/16 0:38,flounder4,0,119,,,,,,,,
32.87024,-117.25145,2.98172,2/12/16 0:38,flounder4,0,119,,,,,,,,
32.87032,-117.2515,2.62984,2/12/16 0:38,flounder4,0,114,,,,,,,,
32.86999,-117.25163,3.55584,2/12/16 0:38,flounder4,0,104,,,,,,,,
32.86959,-117.25175,3.22248,2/12/16 0:38,flounder4,0,113,,,,,,,,
32.86974,-117.25167,2.81504,2/12/16 0:39,flounder4,0,111,,,,,,,,
32.86988,-117.25163,1.4816,2/12/16 0:39,flounder4,0,107,,,,,,,,
32.86997,-117.25165,1.53716,2/12/16 0:39,flounder4,0,103,,,,,,,,
32.87002,-117.25164,0.35188,2/12/16 0:39,flounder4,0,103,,,,,,,,
32.87008,-117.25161,1.77792,2/12/16 0:39,flounder4,0,104,,,,,,,,
32.87016,-117.25141,8.29696,2/12/16 0:39,flounder4,0,122,,,,,,,,
32.87031,-117.25084,17.09396,2/12/16 0:40,flounder4,0,176,,,,,,,,
32.87048,-117.25156,1.40752,2/12/16 0:40,flounder4,0,112,,,,,,,,
32.87041,-117.25154,0.35188,2/12/16 0:40,flounder4,0,112,,,,,,,,
32.87036,-117.25146,2.315,2/12/16 0:40,flounder4,0,118,,,,,,,,
32.87035,-117.25143,0.77784,2/12/16 0:40,flounder4,0,121,,,,,,,,
32.87031,-117.25151,3.07432,2/12/16 0:40,flounder4,0,114,,,,,,,,
32.87024,-117.25182,5.07448,2/12/16 0:41,flounder4,0,84,,,,,,,,
32.87017,-117.25177,4.7226,2/12/16 0:41,flounder4,0,89,,,,,,,,
32.87015,-117.25176,4.40776,2/12/16 0:41,flounder4,0,89,,,,,,,,
32.8701,-117.25174,14.40856,2/12/16 0:41,flounder4,0,92,,,,,,,,
32.86984,-117.25183,5.093,2/12/16 0:42,flounder4,0,92,,,,,,,,
32.86996,-117.25176,5.4634,2/12/16 0:42,flounder4,0,93,,,,,,,,
32.87009,-117.25162,2.88912,2/12/16 0:42,flounder4,0,104,,,,,,,,
32.87013,-117.25156,1.59272,2/12/16 0:42,flounder4,0,108,,,,,,,,
32.87008,-117.25159,2.38908,2/12/16 0:42,flounder4,0,107,,,,,,,,
32.87014,-117.25155,3.77808,2/12/16 0:52,flounder4,0,110,,,,,,,,
32.87011,-117.25162,7.63024,2/12/16 0:52,flounder4,0,103,,,,,,,,
32.86998,-117.25172,2.35204,2/12/16 0:52,flounder4,0,96,,,,,,,,
32.86999,-117.25163,1.14824,2/12/16 0:52,flounder4,0,105,,,,,,,,
32.86993,-117.25161,3.3336,2/12/16 0:53,flounder4,0,108,,,,,,,,
32.86988,-117.25163,3.74104,2/12/16 0:53,flounder4,0,108,,,,,,,,
32.86998,-117.25158,1.72236,2/12/16 0:53,flounder4,0,109,,,,,,,,
32.87009,-117.25162,5.48192,2/12/16 0:53,flounder4,0,104,,,,,,,,
32.87012,-117.25165,0.68524,2/12/16 0:53,flounder4,0,100,,,,,,,,
32.87011,-117.25159,0.59264,2/12/16 0:53,flounder4,0,105,,,,,,,,
32.87015,-117.25153,2.16684,2/12/16 0:54,flounder4,0,111,,,,,,,,
32.87016,-117.2515,0.40744,2/12/16 0:54,flounder4,0,114,,,,,,,,
