latitude,longitude,speed,date_time,boat,trip,distance
31.65638,-114.53074,49.50396,3/18/16 14:38,shark1,3,4154
31.65474,-114.53167,47.67048,3/18/16 14:38,shark1,3,4351
31.65325,-114.53273,46.55928,3/18/16 14:38,shark1,3,4543
31.65174,-114.53391,48.13348,3/18/16 14:39,shark1,3,4744
31.65005,-114.53522,59.43068,3/18/16 14:39,shark1,3,4968
31.64805,-114.53645,62.15312,3/18/16 14:39,shark1,3,5215
31.64598,-114.5379,63.74584,3/18/16 14:39,shark1,3,5481
31.64399,-114.53946,63.2458,3/18/16 14:40,shark1,3,5746
31.64199,-114.54079,61.65308,3/18/16 14:40,shark1,3,6000
31.63989,-114.54221,62.56056,3/18/16 14:40,shark1,3,6267
31.63784,-114.54346,64.41256,3/18/16 14:40,shark1,3,6520
31.63577,-114.54483,62.70872,3/18/16 14:41,shark1,3,6783
31.63367,-114.54617,63.74584,3/18/16 14:41,shark1,3,7047
31.63166,-114.54758,62.1346,3/18/16 14:41,shark1,3,7307
31.62963,-114.54917,61.43084,3/18/16 14:41,shark1,3,7578
31.62774,-114.55073,60.22704,3/18/16 14:42,shark1,3,7834
31.62577,-114.55222,62.56056,3/18/16 14:42,shark1,3,8095
31.62387,-114.55375,60.81968,3/18/16 14:42,shark1,3,8351
31.62176,-114.55461,58.8936,3/18/16 14:42,shark1,3,8590
31.61958,-114.55572,59.94924,3/18/16 14:43,shark1,3,8849
31.61751,-114.55672,60.5604,3/18/16 14:43,shark1,3,9092
31.61547,-114.55789,61.96792,3/18/16 14:43,shark1,3,9342
31.6132,-114.55917,62.8754,3/18/16 14:43,shark1,3,9620
31.61108,-114.56033,61.63456,3/18/16 14:44,shark1,3,9877
31.60896,-114.56127,64.4496,3/18/16 14:44,shark1,3,10122
31.60703,-114.56264,56.65268,3/18/16 14:44,shark1,3,10373
31.60528,-114.56364,54.3562,3/18/16 14:44,shark1,3,10588
31.60353,-114.56459,51.856,3/18/16 14:45,shark1,3,10799
31.60164,-114.56551,54.41176,3/18/16 14:45,shark1,3,11024
31.59971,-114.56648,52.09676,3/18/16 14:45,shark1,3,11255
31.59789,-114.5673,52.26344,3/18/16 14:45,shark1,3,11467
31.59596,-114.56815,53.83764,3/18/16 14:46,shark1,3,11692
31.59417,-114.56895,51.98564,3/18/16 14:46,shark1,3,11901
31.59223,-114.56927,53.35612,3/18/16 14:46,shark1,3,12100
31.59045,-114.56983,53.46724,3/18/16 14:46,shark1,3,12297
31.58841,-114.57018,54.89328,3/18/16 14:47,shark1,3,12508
31.58653,-114.57069,51.2078,3/18/16 14:47,shark1,3,12713
31.58469,-114.57102,51.93008,3/18/16 14:47,shark1,3,12906
31.58265,-114.57124,51.44856,3/18/16 14:47,shark1,3,13113
31.58055,-114.57146,56.3008,3/18/16 14:48,shark1,3,13326
31.57851,-114.57162,55.4674,3/18/16 14:48,shark1,3,13532
31.57659,-114.57153,50.87444,3/18/16 14:48,shark1,3,13716
31.57588,-114.57084,19.24228,3/18/16 14:48,shark1,3,13753
31.57688,-114.57089,21.81656,3/18/16 14:49,shark1,3,13658
31.57633,-114.57009,22.05732,3/18/16 14:49,shark1,3,13676
31.57505,-114.5697,44.55912,3/18/16 14:49,shark1,3,13786
31.57325,-114.56946,47.89272,3/18/16 14:49,shark1,3,13952
31.57116,-114.57024,61.8568,3/18/16 14:50,shark1,3,14194
31.56904,-114.57143,61.3012,3/18/16 14:50,shark1,3,14455
31.56699,-114.57257,61.81976,3/18/16 14:50,shark1,3,14707
31.56476,-114.57368,60.85672,3/18/16 14:50,shark1,3,14976
31.56282,-114.57464,59.46772,3/18/16 14:51,shark1,3,15209
31.56065,-114.57574,61.52344,3/18/16 14:51,shark1,3,15472
31.55852,-114.57666,61.54196,3/18/16 14:51,shark1,3,15723
31.5564,-114.57771,60.5604,3/18/16 14:51,shark1,3,15978
31.55421,-114.57871,62.4124,3/18/16 14:52,shark1,3,16238
31.55202,-114.57961,60.96784,3/18/16 14:52,shark1,3,16495
31.54977,-114.58049,62.91244,3/18/16 14:52,shark1,3,16756
31.54754,-114.58144,61.33824,3/18/16 14:52,shark1,3,17018
31.54551,-114.58224,61.74568,3/18/16 14:53,shark1,3,17254
31.54325,-114.58311,63.09764,3/18/16 14:53,shark1,3,17517
31.54115,-114.58404,60.98636,3/18/16 14:53,shark1,3,17766
31.53908,-114.58482,58.801,3/18/16 14:53,shark1,3,18005
31.53701,-114.58585,58.41208,3/18/16 14:54,shark1,3,18255
31.53505,-114.58659,53.35612,3/18/16 14:54,shark1,3,18483
31.53325,-114.58717,46.31852,3/18/16 14:54,shark1,3,18687
31.53262,-114.58864,35.94732,3/18/16 14:54,shark1,3,18810
31.53095,-114.58871,43.985,3/18/16 14:55,shark1,3,18980
31.52921,-114.58872,46.04072,3/18/16 14:55,shark1,3,19156
31.52742,-114.58871,47.00376,3/18/16 14:55,shark1,3,19336
31.52558,-114.58872,47.02228,3/18/16 14:55,shark1,3,19522
31.52377,-114.58865,47.92976,3/18/16 14:56,shark1,3,19703
31.5222,-114.58918,46.22592,3/18/16 14:56,shark1,3,19882
31.52068,-114.58995,44.15168,3/18/16 14:56,shark1,3,20066
31.51907,-114.58985,43.85536,3/18/16 14:56,shark1,3,20226
31.51748,-114.58938,43.02196,3/18/16 14:57,shark1,3,20368
31.51574,-114.58916,44.00352,3/18/16 14:57,shark1,3,20538
31.51411,-114.58884,42.42932,3/18/16 14:57,shark1,3,20692
31.51265,-114.58752,56.96752,3/18/16 14:57,shark1,3,20793
31.51168,-114.58521,59.50476,3/18/16 14:58,shark1,3,20809
31.51125,-114.58266,59.09732,3/18/16 14:58,shark1,3,20763
31.51093,-114.58002,56.37488,3/18/16 14:58,shark1,3,20707
31.51135,-114.57677,31.18768,3/18/16 14:59,shark1,3,20555
31.51115,-114.57652,5.48192,3/18/16 14:59,shark1,3,20569
31.51079,-114.57664,11.2046,3/18/16 14:59,shark1,3,20611
31.5099,-114.5782,56.1156,3/18/16 14:59,shark1,3,20754
31.50953,-114.57966,13.66776,3/18/16 15:00,shark1,3,20841
31.50956,-114.57999,5.556,3/18/16 15:00,shark1,3,20848
31.50964,-114.58018,6.35236,3/18/16 15:00,shark1,3,20847
31.5097,-114.58041,5.61156,3/18/16 15:00,shark1,3,20848
31.50981,-114.58057,5.94492,3/18/16 15:01,shark1,3,20842
31.50985,-114.58074,3.74104,3/18/16 15:01,shark1,3,20844
31.51002,-114.58103,6.03752,3/18/16 15:01,shark1,3,20836
31.51017,-114.58124,5.4634,3/18/16 15:01,shark1,3,20827
31.51026,-114.58138,5.96344,3/18/16 15:02,shark1,3,20822
31.51042,-114.58177,6.40792,3/18/16 15:02,shark1,3,20819
31.51033,-114.58186,5.61156,3/18/16 15:02,shark1,3,20832
31.51037,-114.58214,5.7412,3/18/16 15:02,shark1,3,20837
31.51041,-114.58233,5.96344,3/18/16 15:03,shark1,3,20839
31.50938,-114.5836,53.67096,3/18/16 15:03,shark1,3,20990
31.50782,-114.58529,53.37464,3/18/16 15:03,shark1,3,21210
31.50672,-114.58604,19.57564,3/18/16 15:03,shark1,3,21351
31.50656,-114.58632,6.18568,3/18/16 15:04,shark1,3,21377
31.50644,-114.58624,7.14872,3/18/16 15:04,shark1,3,21386
31.50619,-114.58611,6.51904,3/18/16 15:04,shark1,3,21406
31.50599,-114.58587,7.07464,3/18/16 15:04,shark1,3,21419
31.50583,-114.58578,6.5746,3/18/16 15:05,shark1,3,21434
31.50548,-114.58574,7.7784,3/18/16 15:05,shark1,3,21468
31.50519,-114.5857,7.51912,3/18/16 15:05,shark1,3,21496
31.50509,-114.58566,2.90764,3/18/16 15:05,shark1,3,21505
31.505,-114.58567,2.81504,3/18/16 15:06,shark1,3,21515
31.50499,-114.58569,2.70392,3/18/16 15:06,shark1,3,21517
31.50502,-114.58548,0,00/00/2000 15:06:33 ,shark1,3,21507
31.50505,-114.5854,1.64828,3/18/16 15:06,shark1,3,21501
31.50526,-114.5854,5.03744,3/18/16 15:07,shark1,3,21480
31.5056,-114.5845,39.13276,3/18/16 15:07,shark1,3,21413
31.50489,-114.5822,57.61572,3/18/16 15:07,shark1,3,21408
31.50397,-114.57974,60.04184,3/18/16 15:07,shark1,3,21424
31.50314,-114.57747,45.54068,3/18/16 15:08,shark1,3,21439
31.50252,-114.57694,11.9454,3/18/16 15:08,shark1,3,21487
31.50207,-114.5772,15.4642,3/18/16 15:08,shark1,3,21543
31.50191,-114.5778,14.59376,3/18/16 15:08,shark1,3,21578
31.50192,-114.57838,13.09364,3/18/16 15:09,shark1,3,21594
31.50208,-114.57906,9.8156,3/18/16 15:09,shark1,3,21600
31.50204,-114.57919,6.24124,3/18/16 15:09,shark1,3,21607
31.50208,-114.57937,2.70392,3/18/16 15:09,shark1,3,21608
31.50214,-114.57948,1.5742,3/18/16 15:10,shark1,3,21607
31.50218,-114.5796,0.75932,3/18/16 15:10,shark1,3,21606
31.50225,-114.5798,8.77848,3/18/16 15:10,shark1,3,21605
31.50229,-114.58013,6.945,3/18/16 15:11,shark1,3,21612
31.5024,-114.58044,7.98212,3/18/16 15:11,shark1,3,21610
31.50253,-114.58071,7.92656,3/18/16 15:11,shark1,3,21605
31.50266,-114.58099,7.07464,3/18/16 15:11,shark1,3,21602
31.50278,-114.58125,6.14864,3/18/16 15:12,shark1,3,21597
31.50291,-114.58152,7.55616,3/18/16 15:12,shark1,3,21593
31.50303,-114.58179,6.2968,3/18/16 15:12,shark1,3,21589
31.50237,-114.58198,46.70744,3/18/16 15:12,shark1,3,21664
31.50074,-114.5806,59.6344,3/18/16 15:13,shark1,3,21789
31.49898,-114.57901,60.5604,3/18/16 15:13,shark1,3,21923
31.4972,-114.57737,59.6344,3/18/16 15:13,shark1,3,22060
31.49547,-114.57574,59.06028,3/18/16 15:13,shark1,3,22194
31.49389,-114.57397,56.89344,3/18/16 15:14,shark1,3,22309
31.49237,-114.57219,55.94892,3/18/16 15:14,shark1,3,22420
31.49087,-114.57088,42.61452,3/18/16 15:14,shark1,3,22544
31.48995,-114.57096,12.27876,3/18/16 15:14,shark1,3,22643
31.48957,-114.57071,8.96368,3/18/16 15:15,shark1,3,22678
31.48926,-114.57047,13.94556,3/18/16 15:15,shark1,3,22704
31.48873,-114.57047,16.33464,3/18/16 15:15,shark1,3,22761
31.48814,-114.57067,17.11248,3/18/16 15:15,shark1,3,22829
31.48665,-114.5715,54.634,3/18/16 15:16,shark1,3,23010
31.48504,-114.57262,49.11504,3/18/16 15:16,shark1,3,23212
31.48396,-114.57373,14.79748,3/18/16 15:16,shark1,3,23357
31.48415,-114.57404,8.94516,3/18/16 15:16,shark1,3,23346
31.48427,-114.57432,6.1116,3/18/16 15:17,shark1,3,23341
31.48436,-114.57451,4.33368,3/18/16 15:17,shark1,3,23336
31.48444,-114.57462,4.85224,3/18/16 15:17,shark1,3,23331
31.48445,-114.57484,4.55592,3/18/16 15:17,shark1,3,23336
31.48417,-114.5751,28.5208,3/18/16 15:18,shark1,3,23374
31.4824,-114.57611,61.37528,3/18/16 15:18,shark1,3,23590
31.48027,-114.57718,61.28268,3/18/16 15:18,shark1,3,23845
31.47814,-114.57832,60.653,3/18/16 15:18,shark1,3,24104
31.47678,-114.57923,13.09364,3/18/16 15:19,shark1,3,24275
31.47674,-114.57942,4.87076,3/18/16 15:19,shark1,3,24284
31.47665,-114.57954,3.81512,3/18/16 15:19,shark1,3,24297
31.47656,-114.57957,1.852,3/18/16 15:19,shark1,3,24307
31.47647,-114.57964,2.88912,3/18/16 15:20,shark1,3,24318
31.47635,-114.5797,2.53724,3/18/16 15:20,shark1,3,24333
31.47627,-114.57967,4.20404,3/18/16 15:20,shark1,3,24340
31.47626,-114.57961,2.00016,3/18/16 15:20,shark1,3,24340
31.4762,-114.57957,1.50012,3/18/16 15:21,shark1,3,24345
31.47617,-114.57952,1.40752,3/18/16 15:21,shark1,3,24347
31.47621,-114.57944,3.50028,3/18/16 15:21,shark1,3,24341
31.47615,-114.57928,1.1112,01/00/2080 15:21:48 ,shark1,3,24342
31.47613,-114.57932,1.46308,3/18/16 15:22,shark1,3,24346
31.47613,-114.57938,1.87052,3/18/16 15:22,shark1,3,24348
31.47615,-114.57947,2.778,3/18/16 15:22,shark1,3,24348
31.47613,-114.57961,2.66688,3/18/16 15:22,shark1,3,24355
31.47602,-114.57973,3.09284,3/18/16 15:23,shark1,3,24368
31.47593,-114.57981,2.70392,3/18/16 15:23,shark1,3,24381
31.47582,-114.57982,2.2224,3/18/16 15:23,shark1,3,24393
31.47574,-114.57983,2.57428,3/18/16 15:23,shark1,3,24401
31.47567,-114.57981,1.68532,3/18/16 15:24,shark1,3,24408
31.4756,-114.5798,1.9446,3/18/16 15:24,shark1,3,24416
31.47552,-114.57983,1.42604,3/18/16 15:24,shark1,3,24424
31.47543,-114.57986,2.66688,3/18/16 15:24,shark1,3,24436
31.47532,-114.57989,2.24092,3/18/16 15:25,shark1,3,24448
31.47524,-114.57993,1.18528,3/18/16 15:25,shark1,3,24457
31.47522,-114.57991,1.55568,3/18/16 15:25,shark1,3,24460
31.47541,-114.5797,29.4468,3/18/16 15:25,shark1,3,24432
31.47729,-114.58022,64.48664,3/18/16 15:26,shark1,3,24248
31.47941,-114.58148,63.7088,3/18/16 15:26,shark1,3,24061
31.48157,-114.5827,64.48664,3/18/16 15:26,shark1,3,23869
31.48372,-114.58384,62.505,3/18/16 15:26,shark1,3,23677
31.48535,-114.58505,37.04,3/18/16 15:27,shark1,3,23543
31.48499,-114.58558,18.68668,3/18/16 15:27,shark1,3,23598
31.48423,-114.58483,32.07664,3/18/16 15:27,shark1,3,23654
31.48475,-114.58453,11.40832,3/18/16 15:27,shark1,3,23590
31.48469,-114.58435,10.05636,3/18/16 15:28,shark1,3,23591
31.48473,-114.58459,3.44472,3/18/16 15:28,shark1,3,23594
31.48476,-114.58466,1.7594,3/18/16 15:28,shark1,3,23594
31.4848,-114.58475,2.25944,3/18/16 15:28,shark1,3,23593
31.48485,-114.58481,1.81496,3/18/16 15:29,shark1,3,23589
31.48477,-114.58485,3.22248,3/18/16 15:29,shark1,3,23598
31.48471,-114.58545,14.39004,3/18/16 15:29,shark1,3,23624
31.48479,-114.58577,2.29648,3/18/16 15:29,shark1,3,23625
31.48483,-114.58584,2.09276,3/18/16 15:30,shark1,3,23622
31.48489,-114.58585,0.51856,3/18/16 15:30,shark1,3,23617
31.48491,-114.58584,1.61124,3/18/16 15:30,shark1,3,23614
31.48494,-114.58585,0.57412,3/18/16 15:30,shark1,3,23612
31.48497,-114.58588,1.09268,3/18/16 15:31,shark1,3,23610
31.485,-114.58591,1.46308,3/18/16 15:31,shark1,3,23607
31.48507,-114.58594,1.77792,3/18/16 15:31,shark1,3,23601
31.48514,-114.58598,2.51872,3/18/16 15:31,shark1,3,23595
31.48518,-114.58604,1.96312,3/18/16 15:32,shark1,3,23593
31.48526,-114.58607,1.98164,3/18/16 15:32,shark1,3,23586
31.48533,-114.58611,3.9818,3/18/16 15:32,shark1,3,23578
31.4854,-114.58616,1.96312,3/18/16 15:32,shark1,3,23573
31.48548,-114.5862,2.315,3/18/16 15:33,shark1,3,23566
31.48555,-114.58624,2.83356,3/18/16 15:33,shark1,3,23561
31.48561,-114.58624,0.61116,3/18/16 15:33,shark1,3,23554
31.48569,-114.58623,1.14824,3/18/16 15:33,shark1,3,23545
31.48572,-114.58622,2.53724,3/18/16 15:34,shark1,3,23541
31.48576,-114.58623,0.85192,3/18/16 15:34,shark1,3,23538
31.4858,-114.5862,1.61124,3/18/16 15:34,shark1,3,23533
31.48584,-114.58618,1.59272,3/18/16 15:34,shark1,3,23528
31.48588,-114.58616,1.37048,3/18/16 15:35,shark1,3,23523
31.48592,-114.58619,0.53708,3/18/16 15:35,shark1,3,23520
31.48596,-114.58617,0.72228,3/18/16 15:35,shark1,3,23516
31.486,-114.58617,1.92608,3/18/16 15:35,shark1,3,23511
31.48603,-114.58614,1.0186,3/18/16 15:36,shark1,3,23507
31.48607,-114.58611,0.926,3/18/16 15:36,shark1,3,23501
31.48609,-114.58609,0.42596,3/18/16 15:36,shark1,3,23499
31.48611,-114.58607,1.05564,3/18/16 15:36,shark1,3,23496
31.48611,-114.58607,1.96312,3/18/16 15:37,shark1,3,23495
31.48612,-114.58603,0.88896,3/18/16 15:37,shark1,3,23494
31.48613,-114.58604,1.09268,3/18/16 15:37,shark1,3,23493
31.48612,-114.58601,1.35196,3/18/16 15:37,shark1,3,23493
31.48615,-114.58598,2.44464,3/18/16 15:38,shark1,3,23489
31.48615,-114.58599,0.72228,3/18/16 15:38,shark1,3,23489
31.48615,-114.586,0.72228,3/18/16 15:38,shark1,3,23489
31.48617,-114.586,0.7408,3/18/16 15:38,shark1,3,23487
31.48618,-114.58599,1.27788,3/18/16 15:39,shark1,3,23486
31.48619,-114.58598,0.51856,3/18/16 15:39,shark1,3,23486
31.48619,-114.586,0.59264,3/18/16 15:39,shark1,3,23485
31.48619,-114.58598,0.75932,3/18/16 15:39,shark1,3,23485
31.4862,-114.58599,0.29632,3/18/16 15:40,shark1,3,23484
31.4862,-114.58598,0.90748,3/18/16 15:40,shark1,3,23484
31.4862,-114.586,0.6482,3/18/16 15:40,shark1,3,23485
31.4862,-114.58603,0.0926,3/18/16 15:40,shark1,3,23485
31.48622,-114.58605,0.66672,3/18/16 15:41,shark1,3,23484
31.48629,-114.58538,8.20436,3/18/16 15:43,shark1,3,23455
31.48597,-114.58501,15.9272,3/18/16 15:43,shark1,3,23477
31.48577,-114.58497,4.03736,3/18/16 15:43,shark1,3,23497
31.48565,-114.58499,3.18544,3/18/16 15:44,shark1,3,23510
31.48555,-114.58504,3.18544,3/18/16 15:44,shark1,3,23522
31.48429,-114.58601,57.20828,3/18/16 15:44,shark1,3,23684
31.48237,-114.58742,60.653,3/18/16 15:44,shark1,3,23931
31.48037,-114.58879,62.07904,3/18/16 15:45,shark1,3,24185
31.47848,-114.59039,61.17156,3/18/16 15:45,shark1,3,24433
31.47639,-114.59156,61.9494,3/18/16 15:45,shark1,3,24690
31.47426,-114.59263,61.56048,3/18/16 15:45,shark1,3,24947
31.47215,-114.5937,60.33816,3/18/16 15:46,shark1,3,25203
31.47002,-114.5948,62.15312,3/18/16 15:46,shark1,3,25460
31.46788,-114.59591,61.6716,3/18/16 15:46,shark1,3,25720
31.4658,-114.59713,63.94956,3/18/16 15:46,shark1,3,25977
31.46366,-114.59816,61.81976,3/18/16 15:47,shark1,3,26235
31.46153,-114.59915,61.9494,3/18/16 15:47,shark1,3,26490
31.45937,-114.59995,57.37496,3/18/16 15:47,shark1,3,26741
31.4571,-114.60033,63.76436,3/18/16 15:47,shark1,3,26990
31.45485,-114.60072,60.41224,3/18/16 15:48,shark1,3,27239
31.45255,-114.60113,61.93088,3/18/16 15:48,shark1,3,27492
31.45028,-114.6014,61.00488,3/18/16 15:48,shark1,3,27739
31.4481,-114.60222,60.69004,3/18/16 15:48,shark1,3,27993
31.44643,-114.60396,60.9308,3/18/16 15:49,shark1,3,28223
31.44479,-114.60577,61.3012,3/18/16 15:49,shark1,3,28454
31.44304,-114.6075,62.17164,3/18/16 15:49,shark1,3,28693
31.44128,-114.60917,60.96784,3/18/16 15:49,shark1,3,28932
31.43949,-114.61087,62.1346,3/18/16 15:50,shark1,3,29174
31.43764,-114.61247,61.09748,3/18/16 15:50,shark1,3,29420
31.43616,-114.61382,41.1144,3/18/16 15:50,shark1,3,29620
31.436,-114.61514,34.6324,3/18/16 15:50,shark1,3,29682
31.43723,-114.61489,37.65116,3/18/16 15:51,shark1,3,29545
31.43763,-114.61406,22.7796,3/18/16 15:51,shark1,3,29476
31.43727,-114.61495,19.14968,3/18/16 15:51,shark1,3,29543
31.437,-114.61539,12.6862,3/18/16 15:51,shark1,3,29586
31.43671,-114.61566,9.37112,3/18/16 15:52,shark1,3,29625
31.43664,-114.61567,1.90756,3/18/16 15:52,shark1,3,29633
31.43665,-114.6157,1.37048,3/18/16 15:52,shark1,3,29632
31.43666,-114.6157,0.62968,3/18/16 15:52,shark1,3,29632
31.43666,-114.6157,1.0186,3/18/16 15:53,shark1,3,29632
31.43665,-114.61568,1.55568,3/18/16 15:53,shark1,3,29632
31.43666,-114.61568,1.51864,3/18/16 15:53,shark1,3,29632
31.43664,-114.61568,1.62976,3/18/16 15:53,shark1,3,29634
31.43667,-114.61565,0.33336,3/18/16 15:54,shark1,3,29629
31.43666,-114.61564,0.53708,3/18/16 15:54,shark1,3,29630
31.43666,-114.61561,0.57412,3/18/16 15:54,shark1,3,29629
31.43667,-114.61558,0.48152,3/18/16 15:54,shark1,3,29626
31.43664,-114.61558,0.53708,3/18/16 15:55,shark1,3,29630
31.43665,-114.61554,2.24092,3/18/16 15:55,shark1,3,29627
31.43666,-114.61548,1.22232,3/18/16 15:55,shark1,3,29625
31.43666,-114.61547,0.53708,3/18/16 15:55,shark1,3,29624
31.43666,-114.61544,0.2778,3/18/16 15:56,shark1,3,29623
31.43666,-114.6154,1.389,3/18/16 15:56,shark1,3,29622
31.43665,-114.61539,0.66672,3/18/16 15:56,shark1,3,29622
31.43665,-114.61536,1.6668,3/18/16 15:56,shark1,3,29621
31.43666,-114.61535,0.31484,3/18/16 15:57,shark1,3,29620
31.43669,-114.61532,0.463,3/18/16 15:57,shark1,3,29616
31.43667,-114.61528,1.4816,3/18/16 15:57,shark1,3,29617
31.43666,-114.61523,1.4816,3/18/16 15:57,shark1,3,29616
31.43667,-114.61522,2.62984,3/18/16 15:58,shark1,3,29614
31.43668,-114.61518,3.09284,3/18/16 15:58,shark1,3,29612
31.43667,-114.61514,1.03712,3/18/16 15:58,shark1,3,29611
31.43665,-114.61512,1.09268,3/18/16 15:58,shark1,3,29613
31.43662,-114.6151,0.25928,3/18/16 15:59,shark1,3,29615
31.43665,-114.61509,0.20372,3/18/16 15:59,shark1,3,29612
31.43666,-114.61507,0.3704,3/18/16 15:59,shark1,3,29610
31.43665,-114.61507,5.1856,3/18/16 15:59,shark1,3,29611
31.43667,-114.61504,1.09268,3/18/16 16:00,shark1,3,29608
31.43668,-114.61505,1.852,3/18/16 16:00,shark1,3,29608
31.43667,-114.61501,7.25984,3/18/16 16:00,shark1,3,29607
31.43664,-114.61497,0.68524,3/18/16 16:00,shark1,3,29609
31.43666,-114.61492,1.03712,3/18/16 16:01,shark1,3,29606
31.43671,-114.6149,0.7408,3/18/16 16:01,shark1,3,29599
31.43672,-114.61485,2.35204,3/18/16 16:01,shark1,3,29596
31.4367,-114.61487,0.98156,3/18/16 16:01,shark1,3,29599
31.4367,-114.61485,3.18544,3/18/16 16:02,shark1,3,29598
31.4367,-114.61485,0.40744,3/18/16 16:02,shark1,3,29599
31.4367,-114.61484,1.42604,3/18/16 16:02,shark1,3,29598
31.43669,-114.61484,1.07416,3/18/16 16:02,shark1,3,29600
31.4367,-114.61484,1.9446,3/18/16 16:03,shark1,3,29598
31.43668,-114.61482,0.77784,3/18/16 16:03,shark1,3,29600
31.4367,-114.61477,1.03712,3/18/16 16:03,shark1,3,29596
31.43667,-114.61477,0.81488,3/18/16 16:03,shark1,3,29599
31.43666,-114.61475,2.53724,3/18/16 16:04,shark1,3,29599
31.43664,-114.61475,0.3704,3/18/16 16:04,shark1,3,29601
31.43665,-114.61474,0.70376,3/18/16 16:04,shark1,3,29600
31.43665,-114.61473,2.11128,3/18/16 16:04,shark1,3,29600
31.43663,-114.61473,2.33352,3/18/16 16:05,shark1,3,29602
31.43662,-114.61474,2.18536,3/18/16 16:05,shark1,3,29603
31.43664,-114.61473,0.463,3/18/16 16:05,shark1,3,29601
31.43663,-114.61472,0.66672,3/18/16 16:05,shark1,3,29601
31.43665,-114.61472,0.42596,3/18/16 16:06,shark1,3,29600
31.43667,-114.61472,0.98156,3/18/16 16:06,shark1,3,29597
31.43668,-114.6147,0.926,3/18/16 16:06,shark1,3,29596
31.43669,-114.61469,0.20372,3/18/16 16:06,shark1,3,29595
31.43669,-114.61469,2.25944,3/18/16 16:07,shark1,3,29594
31.43671,-114.6147,0.44448,3/18/16 16:07,shark1,3,29593
31.43674,-114.6147,1.46308,3/18/16 16:07,shark1,3,29589
31.43678,-114.61472,2.14832,3/18/16 16:07,shark1,3,29586
31.43681,-114.61472,1.03712,3/18/16 16:08,shark1,3,29583
31.43682,-114.61466,1.35196,3/18/16 16:08,shark1,3,29580
31.43682,-114.61461,1.03712,3/18/16 16:08,shark1,3,29578
31.43685,-114.61458,0.85192,3/18/16 16:08,shark1,3,29574
31.43685,-114.61456,0.35188,3/18/16 16:09,shark1,3,29573
31.43687,-114.61455,1.05564,3/18/16 16:09,shark1,3,29571
31.43688,-114.61453,0.48152,3/18/16 16:09,shark1,3,29569
31.43689,-114.61452,0.7408,3/18/16 16:09,shark1,3,29568
31.43692,-114.61449,1.2038,3/18/16 16:10,shark1,3,29564
31.43695,-114.6145,1.09268,3/18/16 16:10,shark1,3,29561
31.437,-114.61446,1.55568,3/18/16 16:10,shark1,3,29554
31.437,-114.61446,0.79636,3/18/16 16:10,shark1,3,29554
31.43699,-114.61443,0.51856,3/18/16 16:11,shark1,3,29554
31.43699,-114.61441,0.72228,3/18/16 16:11,shark1,3,29553
31.437,-114.6144,0.3704,3/18/16 16:11,shark1,3,29553
31.437,-114.61439,1.03712,3/18/16 16:11,shark1,3,29551
31.43702,-114.61437,0.5556,3/18/16 16:12,shark1,3,29549
31.43704,-114.61436,0.50004,3/18/16 16:12,shark1,3,29547
31.43705,-114.61434,1.46308,3/18/16 16:12,shark1,3,29545
31.43706,-114.61433,1.0186,3/18/16 16:12,shark1,3,29544
31.43706,-114.61431,0.57412,3/18/16 16:13,shark1,3,29543
31.43711,-114.61429,0.88896,3/18/16 16:13,shark1,3,29538
31.43708,-114.61426,0.16668,3/18/16 16:13,shark1,3,29539
31.4371,-114.61423,1.79644,3/18/16 16:13,shark1,3,29537
31.43714,-114.61423,0.62968,3/18/16 16:14,shark1,3,29532
31.43713,-114.6142,1.14824,3/18/16 16:14,shark1,3,29532
31.43714,-114.61418,0.62968,3/18/16 16:14,shark1,3,29530
31.43723,-114.61399,1.16676,3/18/16 16:17,shark1,3,29514
31.43727,-114.61398,0.94452,3/18/16 16:17,shark1,3,29510
31.43725,-114.61391,1.92608,3/18/16 16:17,shark1,3,29510
31.43724,-114.61388,0.85192,3/18/16 16:17,shark1,3,29510
31.43723,-114.6139,0.90748,3/18/16 16:18,shark1,3,29512
31.43722,-114.61391,1.07416,3/18/16 16:18,shark1,3,29513
31.43723,-114.61386,0.51856,3/18/16 16:18,shark1,3,29510
31.43723,-114.61388,1.05564,3/18/16 16:18,shark1,3,29510
31.43724,-114.61388,0.88896,3/18/16 16:19,shark1,3,29510
31.43724,-114.61385,1.09268,3/18/16 16:19,shark1,3,29508
31.43725,-114.61382,1.2964,3/18/16 16:19,shark1,3,29507
31.43727,-114.61378,1.98164,3/18/16 16:19,shark1,3,29503
31.43724,-114.61378,1.25936,3/18/16 16:20,shark1,3,29506
31.43727,-114.61377,0.14816,3/18/16 16:20,shark1,3,29503
31.43725,-114.61377,0.42596,3/18/16 16:20,shark1,3,29505
31.43723,-114.61376,0.42596,3/18/16 16:20,shark1,3,29507
31.43727,-114.61377,1.25936,3/18/16 16:21,shark1,3,29503
31.43729,-114.61377,0.50004,3/18/16 16:21,shark1,3,29501
31.4373,-114.61378,1.09268,3/18/16 16:21,shark1,3,29500
31.43733,-114.61378,0.66672,3/18/16 16:21,shark1,3,29498
31.43736,-114.61382,3.01876,3/18/16 16:22,shark1,3,29495
31.4374,-114.61385,0.25928,3/18/16 16:22,shark1,3,29492
31.43741,-114.61385,0.79636,3/18/16 16:22,shark1,3,29491
31.43742,-114.6139,1.389,3/18/16 16:22,shark1,3,29492
