date/time,latitude,longitude,speed,trip,distance,boat
9/10/15 23:18,34.09905,-117.57574,0.24076,1,139959,landshark
9/10/15 23:18,34.09905,-117.57575,0.12964,1,139959,landshark
9/10/15 23:18,34.09906,-117.57575,4.0744,1,139960,landshark
9/10/15 23:18,34.10041,-117.57574,70.89456,1,140107,landshark
9/10/15 23:19,34.10484,-117.57573,85.96984,1,140587,landshark
9/10/15 23:19,34.10622,-117.57576,13.94556,1,140738,landshark
9/10/15 23:19,34.1064,-117.57455,83.06219,1,140734,landshark
9/10/15 23:19,34.10635,-117.57226,60.8382,1,140683,landshark
9/10/15 23:20,34.10599,-117.57133,42.48488,1,140625,landshark
9/10/15 23:20,34.1047,-117.57004,19.77936,1,140460,landshark
9/10/15 23:20,34.10472,-117.56969,12.501,1,140456,landshark
9/10/15 23:20,34.10478,-117.56945,14.5382,1,140457,landshark
9/10/15 23:21,34.10476,-117.56952,0.7408,1,140457,landshark
9/10/15 23:21,34.10477,-117.56952,0.57412,1,140457,landshark
9/10/15 23:21,34.10479,-117.56955,3.18544,1,140459,landshark
9/10/15 23:21,34.10477,-117.56963,3.25952,1,140460,landshark
9/10/15 23:21,34.10478,-117.56974,2.72244,1,140463,landshark
9/10/15 23:22,34.10476,-117.56975,5.22264,1,140461,landshark
9/10/15 23:22,34.10471,-117.56975,1.96312,1,140455,landshark
9/10/15 23:22,34.10478,-117.56981,4.4448,1,140464,landshark
9/10/15 23:22,34.1048,-117.56984,1.92608,1,140467,landshark
9/10/15 23:23,34.10486,-117.56982,1.0186,1,140473,landshark
9/10/15 23:23,34.10489,-117.5698,0.88896,1,140476,landshark
9/10/15 23:23,34.10487,-117.56979,0.57412,1,140475,landshark
9/10/15 23:23,34.10494,-117.56979,3.01876,1,140482,landshark
9/10/15 23:24,34.10493,-117.5698,0.81488,1,140481,landshark
9/10/15 23:24,34.10492,-117.56982,1.1112,1,140480,landshark
9/10/15 23:24,34.10491,-117.56982,1.98164,1,140479,landshark
9/10/15 23:24,34.10489,-117.56976,1.61124,1,140476,landshark
9/10/15 23:25,34.10501,-117.56988,0.2778,1,140490,landshark
9/10/15 23:25,34.10493,-117.56985,3.59288,1,140481,landshark
9/10/15 23:25,34.10487,-117.56982,0.38892,1,140475,landshark
9/10/15 23:25,34.10486,-117.56982,1.35196,1,140473,landshark
9/10/15 23:26,34.10486,-117.56984,0.16668,1,140473,landshark
